name,address,phone,url,category
"Ellenbogen Ortopedi Daniel Jerrhag, Malmö","Snapperupsgatan 12, Malmö","040-20 80 55","https://www.1177.se/hitta-vard/kontaktkort/Ellenbogen-Ortopedi-Daniel-Jerrhag-Malmo/","specialist"
"Gunilla Ringh Psykologmottagning, Malmö","Stortorget 13A, Malmö","070-510 19 25","https://www.1177.se/hitta-vard/kontaktkort/Gunilla-Ringh-Psykologmottagning-Malmo/","specialist"
"Psykiatripartners NP Mottagning Skåne, Malmö","Kalendegatan 18, Malmö","010-182 14 40","https://www.1177.se/hitta-vard/kontaktkort/Psykiatripartners-NP-Mottagning-Skane-Malmo/","specialist"
"Psykiatrimottagning INM Centrum Malmö","Kalendegatan 18, Malmö","040-24 35 00","https://www.1177.se/hitta-vard/kontaktkort/Psykiatrimottagning-INM-Centrum-Malmo/","specialist"
"Psykolog Marianne Berggren, Malmö","Rörsjögatan 26A, Malmö","072-209 99 17","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Marianne-Berggren-Malmo/","specialist"
"Sund Psykologi i Malmö","Kalendegatan 20, Malmö","040-643 26 22","https://www.1177.se/hitta-vard/kontaktkort/Sund-Psykologi-i-Malmo/","specialist"
"Psykologitanken, Malmö","Kalendegatan 20, Malmö","076-794 01 27","https://www.1177.se/hitta-vard/kontaktkort/Psykologitanken-Malmo/","specialist"
"Bränning Psykologer, Malmö","Hyregatan 7B, Malmö","070-556 84 66","https://www.1177.se/hitta-vard/kontaktkort/Branning-Psykologer-Malmo/","specialist"
"Kognitema Alliansa Psykologpartner, Malmö","Kalendegatan 25, Malmö","073-929 19 14","https://www.1177.se/hitta-vard/kontaktkort/Kognitema-Alliansa-Psykologpartner-Malmo/","specialist"
"Psykolog Ulrika Linse Strömland, Malmö","Kalendegatan 25, Malmö","070-304 59 40","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Ulrika-Linse-Stromland-Malmo/","specialist"
"Axla KBT Leg psykolog Eva Johansson AB, Malmö","Kalendegatan 25, Malmö","070-770 23 22","https://www.1177.se/hitta-vard/kontaktkort/Axla-KBT-Leg-psykolog-Eva-Johansson-AB-Malmo/","specialist"
"Ardengård Psykologkonsult AB, Malmö","Kalendegatan 25, Malmö","073-245 01 13","https://www.1177.se/hitta-vard/kontaktkort/Ardengard-Psykologkonsult-AB-Malmo/","specialist"
"NERV Psykologmottagning Johanna Eriksson, Malmö","Stora Nygatan 40, Malmö","070-348 95 48","https://www.1177.se/hitta-vard/kontaktkort/NERV-Psykologmottagning-Johanna-Eriksson-Malmo/","specialist"
"Psykologmottagning Ask Malmö","Malmöhusvägen 1, Malmö","079-014 40 64","https://www.1177.se/hitta-vard/kontaktkort/Psykologmottagning-Ask-Malmo/","specialist"
"Sjukgymnastglemme AB, Malmö","Skeppsbyggaregatan 7, Malmö","070-685 02 37","https://www.1177.se/hitta-vard/kontaktkort/Sjukgymnastglemme-AB-Malmo/","specialist"
"Bergman Clinics Malmö Ögonklinik- grå starr","Stora Nygatan 52, Malmö","040-620 89 20","https://www.1177.se/hitta-vard/kontaktkort/Bergman-Clinics-Malmo-Ogonklinik-gra-starr/","specialist"
"Bergman Clinics Malmö Ögonklinik","Stora Nygatan 52, Malmö","040-620 89 20","https://www.1177.se/hitta-vard/kontaktkort/Bergman-Clinics-Malmo-Ogonklinik/","specialist"
"Hudmottagning Hudläkarcentralen Malmö, Malmö","Malmborgsgatan 4, Malmö","040-25 05 70","https://www.1177.se/hitta-vard/kontaktkort/Hudmottagning-Hudlakarcentralen-Malmo-Malmo/","specialist"
"Psykologmottagning Maj Karlsson Malmö","Lilla Nygatan 3, Malmö","076-039 65 18","https://www.1177.se/hitta-vard/kontaktkort/Psykologmottagning-Maj-Karlsson-Malmo/","specialist"
"Psykolog Malmö","Lilla Nygatan 3, Malmö","040-12 03 40","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Malmo/","specialist"
"Psykodynamiskt Centrum Anders Lindström Psykolog, Malmö","Lilla Nygatan 3, Malmö","070-228 52 49","https://www.1177.se/hitta-vard/kontaktkort/Psykodynamiskt-Centrum-Anders-Lindstrom-Psykolog-Malmo/","specialist"
"Psykoterapimottagning Action Psykologi Malmö","Lilla Nygatan 3, Malmö","070-000 99 60","https://www.1177.se/hitta-vard/kontaktkort/Psykoterapimottagning-Action-Psykologi-Malmo/","specialist"
"Lilian Stenberg Leg psykolog, Malmö","Lilla Nygatan 3, Malmö","040-30 33 70","https://www.1177.se/hitta-vard/kontaktkort/Lilian-Stenberg-Leg-psykolog-Malmo/","specialist"
"Psykologhuset, Malmö","Grynbodgatan 16, Malmö","073-416 62 85","https://www.1177.se/hitta-vard/kontaktkort/Psykologhuset-Malmo/","specialist"
"Psykologcentrum Sinnesfrid, Malmö","Grynbodgatan 16, Malmö","070-750 96 30","https://www.1177.se/hitta-vard/kontaktkort/Psykologcentrum-Sinnesfrid-Malmo/","specialist"
"Psykologmottagning Gustafsson Malmö","Lilla Nygatan 11, Malmö","076-032 06 82","https://www.1177.se/hitta-vard/kontaktkort/Psykologmottagning-Gustafsson-Malmo/","specialist"
"Aleris specialistvård ögonkliniken Malmö","Lilla Nygatan 11, Malmö","040-20 55 55","https://www.1177.se/hitta-vard/kontaktkort/Aleris-specialistvard-ogonkliniken-Malmo/","specialist"
"Moment Psykologi Malmö","Storgatan 5, Malmö","040-12 03 00","https://www.1177.se/hitta-vard/kontaktkort/Moment-Psykologi-Malmo/","specialist"
"Logopedimottagning Logopedbyrån Dynamica Malmö, Malmö","Storgatan 5, Malmö","040-614 84 40","https://www.1177.se/hitta-vard/kontaktkort/Logopedimottagning-Logopedbyran-Dynamica-Malmo-Malmo/","specialist"
"Logopedimottagning Konsensus Malmö, Malmö","Storgatan 5, Malmö","040-26 00 06","https://www.1177.se/hitta-vard/kontaktkort/Logopedimottagning-Konsensus-Malmo-Malmo/","specialist"
"Psykolog Isadora Wiehe, Malmö","Davidshallsgatan 1, Malmö","070-999 39 02","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Isadora-Wiehe-Malmo/","specialist"
"Annelie Bergström Psykolog och Psykoterapeut, Malmö","Föreningsgatan 26, Malmö","073-028 43 00","https://www.1177.se/hitta-vard/kontaktkort/Annelie-Bergstrom-Psykolog-och-Psykoterapeut-Malmo/","specialist"
"Psykolog Maria Blomgren, Malmö","Föreningsgatan 26, Malmö","076-033 88 03","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Maria-Blomgren-Malmo/","specialist"
"Psykolog Fredrik Gisselsson AB Malmö","Amiralsgatan 20, Malmö","076-858 81 78","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Fredrik-Gisselsson-AB-Malmo/","specialist"
"Psykoterapimottagning Tomas Sjökvist Psykolog Malmö","Amiralsgatan 20, Malmö","076-322 15 12","https://www.1177.se/hitta-vard/kontaktkort/Psykoterapimottagning-Tomas-Sjokvist-Psykolog-Malmo/","specialist"
"Varandet Psykolog Olga Bérneé Malmö ISTDP- mottagning","Amiralsgatan 20, Malmö","070-871 60 00","https://www.1177.se/hitta-vard/kontaktkort/Varandet-Psykolog-Olga-Bernee-Malmo-ISTDP-mottagning/","specialist"
"Karin Svantesson Psykologi AB, Malmö","Amiralsgatan 20, Malmö","070-551 52 70","https://www.1177.se/hitta-vard/kontaktkort/Karin-Svantesson-Psykologi-AB-Malmo/","specialist"
"Psykoterapimottagning Hällestadspsykologen ISTDP Malmö, Malmö","Amiralsgatan 20, Malmö","070-619 68 27","https://www.1177.se/hitta-vard/kontaktkort/Psykoterapimottagning-Hallestadspsykologen-ISTDP-Malmo-Malmo/","specialist"
"Kristina Aretjäll Leg Psykolog, Malmö","Amiralsgatan 20, Malmö","070-719 61 60","https://www.1177.se/hitta-vard/kontaktkort/Kristina-Aretjall-Leg-Psykolog-Malmo/","specialist"
"Psykolog Ola Ahlner, Malmö","Amiralsgatan 20, Malmö","076-851 31 69","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Ola-Ahlner-Malmo/","specialist"
"Psykolog Christina Aune Malmö ISTDP-mottagningen","Amiralsgatan 20, Malmö","072-445 45 20","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Christina-Aune-Malmo-ISTDP-mottagningen/","specialist"
"Kirurgicentrum Öresund","Roslins väg 18B, Malmö","040-26 51 00","https://www.1177.se/hitta-vard/kontaktkort/Kirurgicentrum-Oresund/","specialist"
"Barn- och ungdomspsykiatrimottagning Första linjen Malmö","Davidshallsgatan 16, Malmö","077-117 14 85","https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Forsta-linjen-Malmo/","specialist"
"Logopedimottagning Vimera Malmö, Malmö","Brogatan 7, Malmö","076-030 41 64","https://www.1177.se/hitta-vard/kontaktkort/Logopedimottagning-Vimera-Malmo-Malmo/","specialist"
"Psykolog Lilja, Malmö","Holmgatan 4, Malmö","076-343 12 51","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Lilja-Malmo/","specialist"
"Psykolog For Success, Malmö","Holmgatan 4, Malmö","073-543 93 09","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-For-Success-Malmo/","specialist"
"Leg psykolog Lotta Berggren Psykolog och Psykoterapimottagning, Malmö","Holmgatan 4, Malmö","070-728 65 53","https://www.1177.se/hitta-vard/kontaktkort/Leg-psykolog-Lotta-Berggren-Psykolog-och-Psykoterapimottagning-Malmo/","specialist"
"JSW Psykologbyrå AB Malmö, Malmö","Holmgatan 4, Malmö","072-710 24 68","https://www.1177.se/hitta-vard/kontaktkort/JSW-Psykologbyra-AB-Malmo-Malmo/","specialist"
"JS Rörlighet Psykologi, Malmö","Kastellgatan 4, Malmö","072-729 09 09","https://www.1177.se/hitta-vard/kontaktkort/JS-Rorlighet-Psykologi-Malmo/","specialist"
"Citysjukgymnasterna Emilia Dahlberg, Malmö","Jörgen Ankersgatan 12, Malmö","040-611 55 10","https://www.1177.se/hitta-vard/kontaktkort/Citysjukgymnasterna-Emilia-Dahlberg-Malmo/","specialist"
"Psykolog Jakob Lindbladh, Malmö","Jörgen Ankersgatan 12, Malmö","070-941 49 47","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Jakob-Lindbladh-Malmo/","specialist"
"Citysjukgymnasterna Henrik Petersen, Malmö","Jörgen Ankersgatan 12, Malmö","040-611 55 10","https://www.1177.se/hitta-vard/kontaktkort/Citysjukgymnasterna-Henrik-Petersen-Malmo/","specialist"
"Bodil Andersson Kognitiv psykolog o Konsult, Malmö","Jörgen Ankersgatan 12, Malmö","070-974 65 55","https://www.1177.se/hitta-vard/kontaktkort/Bodil-Andersson-Kognitiv-psykolog-o-Konsult-Malmo/","specialist"
"Psykolog Linn Andersson AB, Malmö","Jörgen Ankersgatan 12, Malmö","070-955 06 92","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Linn-Andersson-AB-Malmo/","specialist"
"Käkkirurgisk Centrum Skåne, Malmö","Södra Förstadsgatan 40B, Malmö","076-231 23 90","https://www.1177.se/hitta-vard/kontaktkort/Kakkirurgisk-Centrum-Skane-Malmo/","specialist"
"Resilience Medveten Fysioterapi Nora Ghanem Malmö","Spångatan 11, Malmö","040-93 31 41","https://www.1177.se/hitta-vard/kontaktkort/Resilience-Medveten-Fysioterapi-Nora-Ghanem-Malmo/","specialist"
"Leg Psykolog Eva Warnerbring, Malmö","Fersens väg 9, Malmö","070-893 91 72","https://www.1177.se/hitta-vard/kontaktkort/Leg-Psykolog-Eva-Warnerbring-Malmo/","specialist"
"Psykolog Rebecca Hellgren AB, Malmö","Fersens väg 9, Malmö","079-339 45 61","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Rebecca-Hellgren-AB-Malmo/","specialist"
"Beatrice Wolf Psykologbyrå, Malmö","Fersens väg 9, Malmö","072-179 73 62","https://www.1177.se/hitta-vard/kontaktkort/Beatrice-Wolf-Psykologbyra-Malmo/","specialist"
"Psykolog Linnea Lindman, Malmö","Fersens väg 9, Malmö","079-306 47 41","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-Linnea-Lindman-Malmo/","specialist"
"Vuxenpsykiatrimottagning beroende Triangeln Malmö","Södra Förstadsgatan 35, Malmö","040-33 15 86","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-beroende-Triangeln-Malmo/","specialist"
"Vuxenpsykiatrimottagning elitidrott och hälsa","Södra Förstadsgatan 35, Malmö","040-33 15 86","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-elitidrott-och-halsa/","specialist"
"Vuxenpsykiatrimottagning elitidrott och hälsa","Södra Förstadsgatan 35, Malmö","040-33 15 86","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-elitidrott-och-halsa/","specialist"
"Sona Torlöf Hudvården","Nils Forsbergs plats 2, Malmö","070-860 18 84","https://www.1177.se/hitta-vard/kontaktkort/Sona-Torlof-Hudvarden/","specialist"
"Vuxenpsykiatrimottagning läkemedelsberoende Malmö","Rådmansgatan 10, Malmö","040-33 16 00","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-lakemedelsberoende-Malmo/","specialist"
"Vuxenpsykiatrimottagning beroende Malmö","Rådmansgatan 10, Malmö","040-33 16 00","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-beroende-Malmo/","specialist"
"Vuxenpsykiatrimottagning dubbeldiagnos Malmö","Rådmansgatan 10, Malmö","040-33 75 15","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-dubbeldiagnos-Malmo/","specialist"
"Logopedimottagning ÖNH-Center Malmö, Malmö","Fågelbacksgatan 9C, Malmö","040-98 50 80","https://www.1177.se/hitta-vard/kontaktkort/Logopedimottagning-ONH-Center-Malmo-Malmo/","specialist"
"Öron Näsa Hals Center Malmö","Fågelbacksgatan 9C, Malmö","040-98 50 85","https://www.1177.se/hitta-vard/kontaktkort/Oron-Nasa-Hals-Center-Malmo/","specialist"
"Öron-näsa-halsmottagning Sarah Ohlsson Maleki, Malmö","Fågelbacksgatan 9C, Malmö","040-98 50 85","https://www.1177.se/hitta-vard/kontaktkort/Oron-nasa-halsmottagning-Sarah-Ohlsson-Maleki-Malmo/","specialist"
"Brandts Ögonklinik, Malmö","Fågelbacksgatan 9C, Malmö","040-98 50 35","https://www.1177.se/hitta-vard/kontaktkort/Brandts-Ogonklinik-Malmo/","specialist"
"Palliativ mottagning Malmö","Barkgatan 11, Malmö","040-33 13 26","https://www.1177.se/hitta-vard/kontaktkort/Palliativ-mottagning-Malmo/","specialist"
"Palliativvårdsavdelning Malmö","Barkgatan 11, Malmö","040-33 81 90","https://www.1177.se/hitta-vard/kontaktkort/Palliativvardsavdelning-Malmo/","specialist"
"Ögonspecialisterna i Malmö grå starr","Fågelbacksgatan 9B, Malmö","040-22 33 33","https://www.1177.se/hitta-vard/kontaktkort/Ogonspecialisterna-i-Malmo-gra-starr/","specialist"
"Ögonspecialisterna i Malmö","Fågelbacksgatan 9B, Malmö","040-22 33 33","https://www.1177.se/hitta-vard/kontaktkort/Ogonspecialisterna-i-Malmo/","specialist"
"Barn- och ungdomspsykiatri Viktoriagården Malmö","Beritta Gurrisgatan 17, Malmö","072-465 74 20","https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatri-Viktoriagarden-Malmo/","specialist"
"Abels Rehab","Claesgatan 7, Malmö","040-623 95 11","https://www.1177.se/hitta-vard/kontaktkort/Abels-Rehab/","specialist"
"Hudmottagning Centrum för sexuell hälsa Malmö","Claesgatan 7, Malmö","040-33 17 47","https://www.1177.se/hitta-vard/kontaktkort/Hudmottagning-Centrum-for-sexuell-halsa-Malmo/","specialist"
"Reumatologimottagning Malmö","Jan Waldenströms gata 1B, Malmö","040-33 23 63","https://www.1177.se/hitta-vard/kontaktkort/Reumatologimottagning-Malmo/","specialist"
"Malmö Universitet Käkkirurgi, Malmö","Carl Gustafs väg 34, Malmö","040-665 84 45","https://www.1177.se/hitta-vard/kontaktkort/Malmo-Universitet-Kakkirurgi-Malmo/","specialist"
"Vuxenpsykiatrimottagning LARO Hasselgatan Malmö","Hasselgatan 6, Malmö","040-33 71 62","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-LARO-Hasselgatan-Malmo/","specialist"
"E Hovelius Psykologbyrå AB, Malmö","Nordlinds väg 95, Malmö","079-338 80 07","https://www.1177.se/hitta-vard/kontaktkort/E-Hovelius-Psykologbyra-AB-Malmo/","specialist"
"Psykolog och Konsulttjänst Insiktskompassen, Malmö","Nordlinds väg 95, Malmö","070-745 44 56","https://www.1177.se/hitta-vard/kontaktkort/Psykolog-och-Konsulttjanst-Insiktskompassen-Malmo/","specialist"
"Cecilia Olsson Psykologmottagning Malmö, Malmö","Nordlinds väg 95, Malmö","073-374 90 50","https://www.1177.se/hitta-vard/kontaktkort/Cecilia-Olsson-Psykologmottagning-Malmo-Malmo/","specialist"
"Handkirurgimottagning rehabilitering Malmö","Jan Waldenströms gata 5, Malmö","040-33 11 85","https://www.1177.se/hitta-vard/kontaktkort/Handkirurgimottagning-rehabilitering-Malmo/","specialist"
"Handkirurgimottagning Malmö","Jan Waldenströms gata 5, Malmö","040-33 60 52","https://www.1177.se/hitta-vard/kontaktkort/Handkirurgimottagning-Malmo/","specialist"
"Hand- och plastikkirurgiavdelning Malmö","Jan Waldenströms gata 5, Malmö","040-33 66 60","https://www.1177.se/hitta-vard/kontaktkort/Hand-och-plastikkirurgiavdelning-Malmo/","specialist"
"Vuxenpsykiatrimottagning LARO Bokgatan Malmö","Bokgatan 16, Malmö","040-33 63 36","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-LARO-Bokgatan-Malmo/","specialist"
"Vuxenpsykiatriavdelning intensivvård Malmö","Jan Waldenströms gata 4, Malmö","040-33 71 30","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatriavdelning-intensivvard-Malmo/","specialist"
"Altona Ögonklinik grå starr, Malmö","Ahlmansgatan 12, Malmö","040-605 95 95","https://www.1177.se/hitta-vard/kontaktkort/Altona-Ogonklinik-gra-starr-Malmo/","specialist"
"Altona Ögonklinik","Ahlmansgatan 12, Malmö","040-605 95 95","https://www.1177.se/hitta-vard/kontaktkort/Altona-Ogonklinik/","specialist"
"Vuxenpsykiatrimottagning bedömning Malmö","Ahlmansgatan 1, Malmö","040-33 68 94","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-bedomning-Malmo/","specialist"
"Vuxenpsykiatrimottagning bipolär Malmö","Ahlmansgatan 1, Malmö","040-33 68 94","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-bipolar-Malmo/","specialist"
"Vuxenpsykiatrimottagning emotionell instabilitet Malmö","Ahlmansgatan 1, Malmö","040-33 68 94","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-emotionell-instabilitet-Malmo/","specialist"
"Vuxenpsykiatrimottagning ätstörning Malmö","Ahlmansgatan 1, Malmö","040-33 68 94","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-atstorning-Malmo/","specialist"
"Infektionsavdelning 2 Malmö","Ruth Lundskogs gata 3, Malmö","040-33 70 92","https://www.1177.se/hitta-vard/kontaktkort/Infektionsavdelning-2-Malmo/","specialist"
"Infektionsavdelning 3 Malmö","Ruth Lundskogs gata 3, Malmö","040-33 70 93","https://www.1177.se/hitta-vard/kontaktkort/Infektionsavdelning-3-Malmo/","specialist"
"Infektionsmottagning Malmö","Ruth Lundskogs gata 3, Malmö","040-33 17 70","https://www.1177.se/hitta-vard/kontaktkort/Infektionsmottagning-Malmo/","specialist"
"Akutmottagning vuxenpsykiatri Malmö","Carl-Bertil Laurells gata 7, Malmö","040-33 80 00","https://www.1177.se/hitta-vard/kontaktkort/Akutmottagning-vuxenpsykiatri-Malmo/","specialist"
"Geriatrikmottagning fallprevention Malmö","Jan Waldenströms gata 19, Malmö","040-33 16 91","https://www.1177.se/hitta-vard/kontaktkort/Geriatrikmottagning-fallprevention-Malmo/","specialist"
"Vuxenpsykiatrimottagning Spårvägsgatan Malmö","Spårvägsgatan 2, Malmö","040-33 29 48","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-Sparvagsgatan-Malmo/","specialist"
"Akutmottagning vuxenpsykiatri beroende Malmö","Jan Waldenströms gata 6, Malmö","040-33 16 01","https://www.1177.se/hitta-vard/kontaktkort/Akutmottagning-vuxenpsykiatri-beroende-Malmo/","specialist"
"Vuxenpsykiatrimottagning mellanvård Malmö","Jan Waldenströms gata 6, Malmö","040-33 25 84","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-mellanvard-Malmo/","specialist"
"Vuxenpsykiatriavdelning 83 Malmö","Jan Waldenströms gata 6, Malmö","040-33 25 83","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatriavdelning-83-Malmo/","specialist"
"Vuxenpsykiatrimottagning hjärnstimulering Malmö","Jan Waldenströms gata 6, Malmö","040-33 69 93","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatrimottagning-hjarnstimulering-Malmo/","specialist"
"Vuxenpsykiatriavdelning för opioidberoende Malmö","Jan Waldenströms gata 6, Malmö","040-33 65 37","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatriavdelning-for-opioidberoende-Malmo/","specialist"
"Vuxenpsykiatriavdelning 88 psykos Malmö","Jan Waldenströms gata 6, Malmö","040-33 74 45","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatriavdelning-88-psykos-Malmo/","specialist"
"Vuxenpsykiatriavdelning 87 psykos Malmö","Jan Waldenströms gata 6, Malmö","040-33 74 40","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatriavdelning-87-psykos-Malmo/","specialist"
"Vuxenpsykiatriavdelning 2 beroende Malmö","Jan Waldenströms gata 6, Malmö","040-33 16 02","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatriavdelning-2-beroende-Malmo/","specialist"
"Vuxenpsykiatriavdelning 86 Malmö","Jan Waldenströms gata 6, Malmö","040-33 25 86","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatriavdelning-86-Malmo/","specialist"
"Vuxenpsykiatriavdelning 89 Malmö","Jan Waldenströms gata 6, Malmö","040-33 75 53","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatriavdelning-89-Malmo/","specialist"
"Vuxenpsykiatriavdelning 1 beroende Malmö","Jan Waldenströms gata 6, Malmö","040-33 16 03","https://www.1177.se/hitta-vard/kontaktkort/Vuxenpsykiatriavdelning-1-beroende-Malmo/","specialist"
"Njur- och transplantationsavdelning Malmö","Inga Marie Nilssons gata 47, Malmö","040-33 36 31","https://www.1177.se/hitta-vard/kontaktkort/Njur-och-transplantationsavdelning-Malmo/","specialist"
"Ortopedimottagning Centrum för idrott och hälsa Malmö","Inga Marie Nilssons gata 47, Malmö","040-33 60 05","https://www.1177.se/hitta-vard/kontaktkort/Ortopedimottagning-Centrum-for-idrott-och-halsa-Malmo/","specialist"
"Neurologimottagning Malmö","Inga Marie Nilssons gata 47, Malmö","040-33 19 12","https://www.1177.se/hitta-vard/kontaktkort/Neurologimottagning-Malmo/","specialist"
"Ortopediavdelning 51 Malmö","Inga Marie Nilssons gata 47, Malmö","040-33 24 43","https://www.1177.se/hitta-vard/kontaktkort/Ortopediavdelning-51-Malmo/","specialist"
"Neurologimottagning rehabilitering Malmö","Inga Marie Nilssons gata 47, Malmö","040-33 19 12","https://www.1177.se/hitta-vard/kontaktkort/Neurologimottagning-rehabilitering-Malmo/","specialist"
"Geriatrikavdelning Malmö","Inga Marie Nilssons gata 47, Malmö","040-33 62 72","https://www.1177.se/hitta-vard/kontaktkort/Geriatrikavdelning-Malmo/","specialist"
"Operation kärlkirurgi Malmö","Inga Marie Nilssons gata 47, Malmö","040-33 53 99","https://www.1177.se/hitta-vard/kontaktkort/Operation-karlkirurgi-Malmo/","specialist"
"Ortopediavdelning 52 Malmö","Inga Marie Nilssons gata 47, Malmö","040-33 24 42","https://www.1177.se/hitta-vard/kontaktkort/Ortopediavdelning-52-Malmo/","specialist"
"Ortopedimottagning 2 Malmö","Inga Marie Nilssons gata 47, Malmö","040-33 60 05","https://www.1177.se/hitta-vard/kontaktkort/Ortopedimottagning-2-Malmo/","specialist"
"Kirurgiavdelning kolorektal Malmö","Inga Marie Nilssons gata 38, Malmö","040-33 36 45","https://www.1177.se/hitta-vard/kontaktkort/Kirurgiavdelning-kolorektal-Malmo/","specialist"
"Kirurgiavdelning 1 Malmö","Inga Marie Nilssons gata 38, Malmö","040-33 36 26","https://www.1177.se/hitta-vard/kontaktkort/Kirurgiavdelning-1-Malmo/","specialist"
"Urologiavdelning 3 Malmö","Inga Marie Nilssons gata 38, Malmö","040-33 39 56","https://www.1177.se/hitta-vard/kontaktkort/Urologiavdelning-3-Malmo/","specialist"
"Intermediärvårdsavdelning neurologi Malmö","Inga Marie Nilssons gata 38, Malmö","040-33 23 60","https://www.1177.se/hitta-vard/kontaktkort/Intermediarvardsavdelning-neurologi-Malmo/","specialist"
"Kirurgiavdelning 2 Malmö","Inga Marie Nilssons gata 38, Malmö","040-33 66 50","https://www.1177.se/hitta-vard/kontaktkort/Kirurgiavdelning-2-Malmo/","specialist"
"Urologiavdelning 4 Malmö","Inga Marie Nilssons gata 38, Malmö","040-33 36 22","https://www.1177.se/hitta-vard/kontaktkort/Urologiavdelning-4-Malmo/","specialist"
"Njurmottagning transplantation Malmö","Inga Marie Nilssons gata 38, Malmö","040-33 11 86","https://www.1177.se/hitta-vard/kontaktkort/Njurmottagning-transplantation-Malmo/","specialist"
"Neurologiavdelning Malmö","Inga Marie Nilssons gata 38, Malmö","040-33 75 85","https://www.1177.se/hitta-vard/kontaktkort/Neurologiavdelning-Malmo/","specialist"
"Kirurgimottagning Malmö","Inga Marie Nilssons gata 38, Malmö","040-33 36 65","https://www.1177.se/hitta-vard/kontaktkort/Kirurgimottagning-Malmo/","specialist"
"Urologimottagning Malmö","Inga Marie Nilssons gata 38, Malmö","040-33 27 20","https://www.1177.se/hitta-vard/kontaktkort/Urologimottagning-Malmo/","specialist"
"Psykologmottagning Känsla AB, Malmö","Derbyvägen 6E, Malmö","072-873 41 31","https://www.1177.se/hitta-vard/kontaktkort/Psykologmottagning-Kansla-AB-Malmo/","specialist"
"Cura Gynekologi, Malmö","Erikslustvägen 24, Malmö","040-98 70 00","https://www.1177.se/hitta-vard/kontaktkort/Cura-Gynekologi-Malmo/","specialist"
"Hudmottagning ljusbehandling Malmö","Jan Waldenströms gata 16, Malmö","040-33 65 20","https://www.1177.se/hitta-vard/kontaktkort/Hudmottagning-ljusbehandling-Malmo/","specialist"
"Ögonmottagning dagkirurgi Malmö","Tora Kjellgrens gata 17","040-33 27 50","https://www.1177.se/hitta-vard/kontaktkort/Ogonmottagning-dagkirurgi-Malmo/","specialist"
"Endokrinologimottagning Malmö","Tora Kjellgrens gata 17, Malmö","040-33 60 24","https://www.1177.se/hitta-vard/kontaktkort/Endokrinologimottagning-Malmo/","specialist"
"Lungmottagning Malmö","Tora Kjellgrens gata 17","040-33 22 22","https://www.1177.se/hitta-vard/kontaktkort/Lungmottagning-Malmo/","specialist"
"Ögonmottagning Malmö","Tora Kjellgrens gata 17","040-33 27 50","https://www.1177.se/hitta-vard/kontaktkort/Ogonmottagning-Malmo/","specialist"
"Endokrinologiavdelning Malmö","Tora Kjellgrens gata 17","040-33 23 32","https://www.1177.se/hitta-vard/kontaktkort/Endokrinologiavdelning-Malmo/","specialist"
